order_id,customer_id,customer_name,product_name,category,quantity,unit_price,order_date,status
ZPT100495,CUST3455,Farhan Qureshi,Epigamia Greek Yogurt 90g,Dairy,1,255.28,2024-01-21,Delivered
ZPT100496,CUST4002,Mohit Bhatt,Ariel Washing Powder 500g,Cleaning,1,818.82,2023-12-02,Delivered
ZPT100497,CUST3371,Meera Thomas,Dove Shampoo 180ml,Personal Care,8,949.1,2023-02-01,Returned
ZPT100498,CUST4632,Rajesh Sinha,Vim Dishwash Bar 200g,Cleaning,4,600.34,2023-05-27,Cancelled
ZPT100499,CUST1679,Aarav Shah,Coca-Cola 1.25L,Cold Drinks,1,582.68,2023-10-04,Delivered
ZPT100500,CUST2903,Pranav Jain,Haldiram Bhujia 200g,Snacks,8,920.04,2023-04-01,Delivered
ZPT100501,CUST3297,Harsh Malhotra,India Gate Basmati 1kg,Staples,4,637.82,2023-10-29,Returned
ZPT100502,CUST4624,Nisha Pandey,Bournvita 500g,Beverages,1,342.87,2023-10-31,Cancelled
ZPT100503,CUST3302,Rahul Joshi,Saffola Gold Oil 1L,Oils,1,249.1,2023-07-16,Delivered
ZPT100504,CUST4199,Rohan Verma,India Gate Basmati 1kg,Staples,8,810.34,2023-07-21,Cancelled
ZPT100505,CUST1472,Divya Pillai,Aashirvaad Atta 5kg,Staples,10,374.18,2023-10-31,Delivered
ZPT100506,CUST1963,Nisha Pandey,Red Bull 250ml,Energy Drinks,5,203.43,2023-07-21,Delivered
ZPT100507,CUST4479,Deepak Mishra,Tropicana Guava 1L,Juices,4,359.37,2023-11-03,Delivered
ZPT100508,CUST3905,Gaurav Kapoor,Minute Maid Orange 1L,Juices,5,904.25,2023-12-10,Delivered
ZPT100509,CUST2246,Rohan Verma,Minute Maid Orange 1L,Juices,5,888.22,2024-08-31,Delivered
ZPT100510,CUST2755,Vijay Kumar,Surf Excel 1kg,Cleaning,3,241.05,2024-10-13,Delivered
ZPT100511,CUST1467,Deepak Mishra,Fortune Rice 5kg,Staples,8,467.61,2024-04-21,Delivered
ZPT100512,CUST2391,Pranav Jain,Dettol Soap 75g,Personal Care,3,514.69,2024-11-02,Delivered
ZPT100513,CUST3748,Meera Thomas,Saffola Gold Oil 1L,Oils,3,50.29,2024-06-03,Delivered
ZPT100514,CUST2240,Bhavna Yadav,Too Yumm Multigrain 60g,Snacks,6,815.09,2024-08-05,Cancelled
ZPT100515,CUST2415,Riya Desai,Saffola Gold Oil 1L,Oils,9,542.51,2023-01-17,Pending
ZPT100516,CUST4057,Arjun Patel,Fortune Rice 5kg,Staples,10,58.47,2024-12-11,Returned
ZPT100517,CUST1135,Divya Pillai,Haldiram Bhujia 200g,Snacks,8,951.47,2024-04-14,Delivered
ZPT100518,CUST1395,Manish Tiwari,Amul Milk 1L,Dairy,9,779.38,2024-03-30,Delivered
ZPT100519,CUST1770,Swati Kulkarni,Tropicana Guava 1L,Juices,7,350.16,2023-03-01,Cancelled
ZPT100520,CUST4453,Simran Kaur,Mother Dairy Curd 400g,Dairy,2,519.81,2023-08-29,Delivered
ZPT100521,CUST4668,Vijay Kumar,Lays Cream Onion 26g,Snacks,2,938.59,2024-12-25,Delivered
ZPT100522,CUST3293,Swati Kulkarni,Too Yumm Multigrain 60g,Snacks,2,66.65,2024-11-04,Cancelled
ZPT100523,CUST3966,Aarav Shah,Too Yumm Multigrain 60g,Snacks,3,241.16,2023-11-20,Returned
ZPT100524,CUST1648,Rohan Verma,Fortune Rice 5kg,Staples,8,797.71,2024-07-14,Delivered
ZPT100525,CUST4047,Sanjay Das,Vim Dishwash Bar 200g,Cleaning,8,14.59,2023-08-24,Delivered
ZPT100526,CUST1469,Sunita Rawat,MTR Poha 500g,Breakfast,3,450.71,2024-07-06,Pending
ZPT100527,CUST2760,Aarav Shah,Epigamia Greek Yogurt 90g,Dairy,7,647.45,2024-11-17,Delivered
ZPT100528,CUST1287,Kavya Nair,Nescafe Classic 50g,Beverages,9,183.85,2024-01-12,Delivered
ZPT100529,CUST3489,Ananya Singh,Saffola Gold Oil 1L,Oils,2,522.41,2024-09-20,Pending
ZPT100530,CUST3750,Lakshmi Bose,Harpic Toilet Cleaner 500ml,Cleaning,7,720.59,2023-04-03,Pending
ZPT100531,CUST2253,Meera Thomas,Fortune Sunflower Oil 1L,Oils,2,887.75,2024-09-12,Delivered
ZPT100532,CUST2075,Suresh Rao,Real Fruit Juice 1L,Juices,4,605.67,2023-12-22,Processing
ZPT100533,CUST2886,Ananya Singh,Good Day Cashew 87g,Biscuits,3,179.14,2023-05-09,Delivered
ZPT100534,CUST3156,Rahul Joshi,Vim Dishwash Bar 200g,Cleaning,7,181.46,2023-09-01,Delivered
ZPT100535,CUST3678,Swati Kulkarni,Coca-Cola 1.25L,Cold Drinks,1,323.51,2024-03-14,Pending
ZPT100536,CUST3689,Lakshmi Bose,Fortune Sunflower Oil 1L,Oils,10,619.46,2023-07-18,Delivered
ZPT100537,CUST1193,Anjali Menon,Sprite 750ml,Cold Drinks,8,746.91,2023-12-23,Delivered
ZPT100538,CUST1612,Simran Kaur,Coca-Cola 1.25L,Cold Drinks,5,732.17,2023-02-05,Delivered
ZPT100539,CUST3221,Neha Gupta,Pilsbury Maida 1kg,Staples,6,526.58,2023-11-06,Returned
ZPT100540,CUST2886,Harsh Malhotra,Tata Salt 1kg,Staples,6,364.89,2023-03-14,Processing
ZPT100541,CUST1844,Sanjay Das,Sunfeast Dark Fantasy 75g,Biscuits,10,944.15,2024-05-15,Cancelled
ZPT100542,CUST4877,Anita Dubey,Ariel Washing Powder 500g,Cleaning,5,435.0,2023-12-18,Pending
ZPT100543,CUST4430,Divya Pillai,Sprite 750ml,Cold Drinks,5,575.56,2024-07-09,Processing
ZPT100544,CUST3851,Suresh Rao,Hide & Seek Biscuits 100g,Biscuits,9,843.93,2024-12-13,Delivered
ZPT100545,CUST1314,Lakshmi Bose,Sprite 750ml,Cold Drinks,8,62.47,2024-10-28,Delivered
ZPT100546,CUST4684,Mohit Bhatt,Coca-Cola 1.25L,Cold Drinks,4,144.87,2023-11-08,Delivered
ZPT100547,CUST3906,Shreya Agarwal,Amul Milk 1L,Dairy,3,685.49,2024-06-17,Delivered
ZPT100548,CUST4736,Lakshmi Bose,Tropicana Guava 1L,Juices,1,976.36,2024-01-27,Cancelled
ZPT100549,CUST3183,Aditi Choudhary,Tata Salt 1kg,Staples,10,392.61,2023-09-28,Cancelled
ZPT100550,CUST2098,Preeti Trivedi,MTR Poha 500g,Breakfast,8,544.63,2024-03-16,Delivered
ZPT100551,CUST4825,Pranav Jain,Tropicana Guava 1L,Juices,10,910.9,2024-06-22,Delivered
ZPT100552,CUST2200,Deepak Mishra,Quaker Oats 500g,Breakfast,1,42.02,2024-01-23,Delivered
ZPT100553,CUST4431,Simran Kaur,Minute Maid Orange 1L,Juices,4,119.67,2023-12-23,Delivered
ZPT100554,CUST4014,Kavya Nair,Good Day Cashew 87g,Biscuits,3,610.26,2024-04-19,Delivered
ZPT100555,CUST3918,Neha Gupta,Real Fruit Juice 1L,Juices,6,141.49,2023-09-02,Delivered
ZPT100556,CUST2619,Priya Mehta,Britannia Bread 400g,Bakery,10,611.88,2023-11-28,Delivered
ZPT100557,CUST2352,Gaurav Kapoor,Maggi Noodles 70g,Instant Food,2,538.7,2024-09-01,Delivered
ZPT100558,CUST1914,Kiran Nair,India Gate Basmati 1kg,Staples,2,305.33,2024-07-14,Delivered
ZPT100559,CUST2867,Anita Dubey,Fortune Sunflower Oil 1L,Oils,10,332.28,2024-04-08,Cancelled
ZPT100560,CUST1751,Vijay Kumar,Hide & Seek Biscuits 100g,Biscuits,4,559.21,2023-06-18,Delivered
ZPT100561,CUST1710,Aarav Shah,Tropicana Guava 1L,Juices,6,189.99,2024-08-07,Pending
ZPT100562,CUST4317,Sanjay Das,Amul Butter 500g,Dairy,1,463.7,2023-05-25,Delivered
ZPT100563,CUST2562,Swati Kulkarni,Pilsbury Maida 1kg,Staples,6,167.65,2024-01-01,Delivered
ZPT100564,CUST1973,Varun Saxena,Too Yumm Multigrain 60g,Snacks,9,241.94,2023-12-29,Pending
ZPT100565,CUST2297,Varun Saxena,MTR Poha 500g,Breakfast,8,371.35,2023-02-28,Cancelled
ZPT100566,CUST3519,Gaurav Kapoor,Nescafe Classic 50g,Beverages,8,442.46,2023-04-15,Delivered
ZPT100567,CUST2423,Riya Desai,Haldiram Bhujia 200g,Snacks,8,957.15,2024-06-18,Pending
ZPT100568,CUST3609,Anjali Menon,Colgate Toothpaste 200g,Personal Care,8,662.69,2023-10-16,Delivered
ZPT100569,CUST3444,Aarav Shah,Hide & Seek Biscuits 100g,Biscuits,5,776.08,2023-07-21,Cancelled
ZPT100570,CUST4537,Harsh Malhotra,Surf Excel 1kg,Cleaning,1,498.09,2024-01-29,Delivered
ZPT100571,CUST4365,Aditi Choudhary,Too Yumm Multigrain 60g,Snacks,8,476.61,2023-03-14,Delivered
ZPT100572,CUST3821,Aarav Shah,Lays Cream Onion 26g,Snacks,5,106.45,2024-06-26,Cancelled
ZPT100573,CUST4929,Harsh Malhotra,Amul Butter 500g,Dairy,2,912.32,2023-07-17,Delivered
ZPT100574,CUST2603,Shreya Agarwal,Lays Cream Onion 26g,Snacks,8,442.0,2023-08-16,Cancelled
ZPT100575,CUST3715,Aarav Shah,Lays Cream Onion 26g,Snacks,5,775.09,2023-03-06,Returned
ZPT100576,CUST4047,Tarun Banerjee,Hide & Seek Biscuits 100g,Biscuits,1,435.66,2023-09-30,Delivered
ZPT100577,CUST1960,Gaurav Kapoor,Aashirvaad Atta 5kg,Staples,1,903.94,2023-09-08,Delivered
ZPT100578,CUST2700,Kiran Nair,Good Day Cashew 87g,Biscuits,2,156.88,2024-09-06,Pending
ZPT100579,CUST4682,Tarun Banerjee,Parle-G Biscuits 100g,Biscuits,8,710.64,2023-02-01,Delivered
ZPT100580,CUST4477,Pranav Jain,Good Day Cashew 87g,Biscuits,5,644.17,2024-08-10,Delivered
ZPT100581,CUST4951,Rohan Verma,Ariel Washing Powder 500g,Cleaning,4,204.63,2023-11-06,Returned
ZPT100582,CUST2243,Pranav Jain,Vim Dishwash Bar 200g,Cleaning,6,446.69,2023-02-06,Processing
ZPT100583,CUST2979,Preeti Trivedi,Too Yumm Multigrain 60g,Snacks,3,149.74,2023-10-09,Delivered
ZPT100584,CUST3846,Meera Thomas,Good Day Cashew 87g,Biscuits,7,328.86,2023-03-31,Delivered
ZPT100585,CUST2835,Nikhil Chopra,Sprite 750ml,Cold Drinks,3,868.76,2024-05-18,Delivered
ZPT100586,CUST3697,Aditi Choudhary,India Gate Basmati 1kg,Staples,10,719.17,2023-06-25,Delivered
ZPT100587,CUST3600,Rahul Joshi,Hide & Seek Biscuits 100g,Biscuits,8,381.28,2024-07-19,Pending
ZPT100588,CUST3203,Anita Dubey,Nescafe Classic 50g,Beverages,9,396.78,2024-08-09,Delivered
ZPT100589,CUST3945,Mohit Bhatt,Amul Butter 500g,Dairy,3,321.76,2023-10-07,Processing
ZPT100590,CUST1369,Lakshmi Bose,Tata Salt 1kg,Staples,7,138.03,2023-10-18,Cancelled
ZPT100591,CUST1822,Pooja Reddy,India Gate Basmati 1kg,Staples,2,645.25,2023-12-02,Cancelled
ZPT100592,CUST2271,Simran Kaur,Dove Shampoo 180ml,Personal Care,3,609.64,2023-02-05,Cancelled
ZPT100593,CUST4954,Aarav Shah,Coca-Cola 1.25L,Cold Drinks,1,597.54,2023-06-17,Delivered
ZPT100594,CUST3436,Sneha Iyer,Lays Cream Onion 26g,Snacks,5,720.12,2024-03-25,Pending
ZPT100595,CUST3968,Simran Kaur,Amul Milk 1L,Dairy,8,431.95,2023-04-02,Delivered
ZPT100596,CUST4284,Bhavna Yadav,Tata Salt 1kg,Staples,2,577.2,2023-07-01,Delivered
ZPT100597,CUST3972,Rahul Joshi,Amul Milk 1L,Dairy,5,664.98,2023-07-17,Returned
ZPT100598,CUST1262,Sunita Rawat,Lay's Classic Chips 26g,Snacks,1,649.43,2023-01-10,Delivered
ZPT100599,CUST4278,Nikhil Chopra,Mother Dairy Curd 400g,Dairy,7,814.72,2024-04-26,Delivered
ZPT100600,CUST4590,Mohit Bhatt,Lay's Classic Chips 26g,Snacks,10,521.54,2023-01-26,Pending
ZPT100601,CUST1653,Arjun Patel,Pilsbury Maida 1kg,Staples,7,80.89,2024-10-31,Cancelled
ZPT100602,CUST3011,Gaurav Kapoor,Dettol Soap 75g,Personal Care,1,505.09,2024-02-21,Delivered
ZPT100603,CUST4810,Nisha Pandey,Maggi Noodles 70g,Instant Food,3,611.21,2024-12-11,Processing
ZPT100604,CUST3859,Pranav Jain,Lay's Classic Chips 26g,Snacks,7,287.87,2024-11-03,Cancelled
ZPT100605,CUST4526,Swati Kulkarni,Surf Excel 1kg,Cleaning,7,573.25,2024-11-10,Delivered
ZPT100606,CUST4247,Gaurav Kapoor,Quaker Oats 500g,Breakfast,9,241.18,2024-02-14,Delivered
ZPT100607,CUST4033,Sneha Iyer,Sunfeast Dark Fantasy 75g,Biscuits,4,250.21,2023-10-26,Pending
ZPT100608,CUST2606,Kiran Nair,Kellogg's Corn Flakes 250g,Breakfast,7,424.23,2023-01-21,Delivered
ZPT100609,CUST3650,Nikhil Chopra,Dettol Soap 75g,Personal Care,6,385.66,2023-04-14,Returned
ZPT100610,CUST2820,Suresh Rao,Vim Dishwash Bar 200g,Cleaning,10,273.21,2023-06-14,Delivered
ZPT100611,CUST4834,Vijay Kumar,Lay's Classic Chips 26g,Snacks,5,887.22,2023-05-04,Delivered
ZPT100612,CUST4322,Simran Kaur,Coca-Cola 1.25L,Cold Drinks,9,603.73,2024-03-19,Delivered
ZPT100613,CUST4497,Sunita Rawat,Haldiram Bhujia 200g,Snacks,1,816.47,2024-04-10,Delivered
ZPT100614,CUST4701,Amit Sharma,Harpic Toilet Cleaner 500ml,Cleaning,5,169.05,2023-10-20,Delivered
ZPT100615,CUST2241,Sneha Iyer,Quaker Oats 500g,Breakfast,8,195.7,2023-07-27,Delivered
ZPT100616,CUST4536,Sunita Rawat,Dettol Soap 75g,Personal Care,7,69.06,2024-02-23,Pending
ZPT100617,CUST2577,Neha Gupta,Minute Maid Orange 1L,Juices,10,900.58,2024-06-09,Delivered
ZPT100618,CUST4882,Rajesh Sinha,Saffola Gold Oil 1L,Oils,6,422.81,2023-04-25,Returned
ZPT100619,CUST4967,Sneha Iyer,Amul Butter 500g,Dairy,8,216.64,2024-11-26,Pending
ZPT100620,CUST3134,Tarun Banerjee,Tropicana Guava 1L,Juices,7,847.24,2023-11-30,Delivered
ZPT100621,CUST4241,Riya Desai,Parle-G Biscuits 100g,Biscuits,8,787.87,2023-07-18,Delivered
ZPT100622,CUST4114,Rajesh Sinha,Colgate Toothpaste 200g,Personal Care,2,497.24,2024-02-03,Returned
ZPT100623,CUST1426,Nikhil Chopra,Haldiram Bhujia 200g,Snacks,8,84.05,2024-09-21,Delivered
ZPT100624,CUST4847,Swati Kulkarni,Lays Cream Onion 26g,Snacks,5,893.2,2023-05-05,Delivered
ZPT100625,CUST2998,Divya Pillai,Dettol Soap 75g,Personal Care,10,903.95,2024-04-12,Delivered
ZPT100626,CUST3408,Tarun Banerjee,Lay's Classic Chips 26g,Snacks,4,679.39,2024-05-31,Returned
ZPT100627,CUST1257,Amit Sharma,Mother Dairy Curd 400g,Dairy,4,37.71,2023-11-11,Delivered
ZPT100628,CUST4400,Rohan Verma,Surf Excel 1kg,Cleaning,7,668.84,2024-09-10,Returned
ZPT100629,CUST4601,Ananya Singh,Coca-Cola 1.25L,Cold Drinks,7,851.27,2023-04-20,Returned
ZPT100630,CUST1197,Mohit Bhatt,Too Yumm Multigrain 60g,Snacks,7,577.42,2024-08-20,Delivered
ZPT100631,CUST1723,Anita Dubey,Aashirvaad Atta 5kg,Staples,10,422.06,2024-06-04,Delivered
ZPT100632,CUST3281,Rajesh Sinha,Dettol Soap 75g,Personal Care,4,670.92,2023-05-11,Delivered
ZPT100633,CUST2563,Vijay Kumar,Amul Butter 500g,Dairy,6,455.16,2023-08-01,Processing
ZPT100634,CUST2055,Nisha Pandey,Paper Boat Aam Panna 250ml,Juices,1,398.78,2024-05-24,Delivered
ZPT100635,CUST2918,Swati Kulkarni,Britannia Bread 400g,Bakery,1,374.3,2024-01-07,Returned
ZPT100636,CUST2040,Shreya Agarwal,Pilsbury Maida 1kg,Staples,7,741.3,2024-01-08,Cancelled
ZPT100637,CUST1987,Farhan Qureshi,Coca-Cola 1.25L,Cold Drinks,4,797.04,2023-08-10,Delivered
ZPT100638,CUST3902,Simran Kaur,Colgate Toothpaste 200g,Personal Care,1,678.65,2024-10-10,Cancelled
ZPT100639,CUST4544,Tarun Banerjee,Nescafe Classic 50g,Beverages,6,608.2,2024-11-26,Cancelled
ZPT100640,CUST1407,Ananya Singh,Hide & Seek Biscuits 100g,Biscuits,4,105.39,2024-06-25,Processing
ZPT100641,CUST4553,Aarav Shah,Red Bull 250ml,Energy Drinks,3,411.41,2024-03-02,Delivered
ZPT100642,CUST4480,Rajesh Sinha,Maggi Noodles 70g,Instant Food,1,431.77,2024-06-04,Delivered
ZPT100643,CUST3715,Rahul Joshi,Parle-G Biscuits 100g,Biscuits,10,697.01,2023-04-28,Returned
ZPT100644,CUST4695,Simran Kaur,Saffola Gold Oil 1L,Oils,6,714.57,2024-05-27,Returned
ZPT100645,CUST3760,Sunita Rawat,Lay's Classic Chips 26g,Snacks,3,878.14,2024-01-27,Returned
ZPT100646,CUST3210,Farhan Qureshi,Red Bull 250ml,Energy Drinks,5,519.46,2024-03-07,Delivered
ZPT100647,CUST1866,Simran Kaur,Nescafe Classic 50g,Beverages,7,902.21,2024-04-25,Processing
ZPT100648,CUST4342,Gaurav Kapoor,Britannia Bread 400g,Bakery,5,888.43,2024-04-21,Pending
ZPT100649,CUST4274,Suresh Rao,Harpic Toilet Cleaner 500ml,Cleaning,4,330.75,2023-11-19,Processing
ZPT100650,CUST3565,Mohit Bhatt,Britannia Bread 400g,Bakery,9,370.36,2024-08-16,Delivered
ZPT100651,CUST1549,Shreya Agarwal,Parle-G Biscuits 100g,Biscuits,7,157.52,2023-08-14,Delivered
ZPT100652,CUST4386,Anita Dubey,Maggi Noodles 70g,Instant Food,1,142.34,2024-08-17,Delivered
ZPT100653,CUST3404,Pranav Jain,Tata Salt 1kg,Staples,2,833.11,2023-10-29,Delivered
ZPT100654,CUST1880,Varun Saxena,Britannia Bread 400g,Bakery,8,756.44,2023-07-10,Delivered
ZPT100655,CUST3134,Lakshmi Bose,Coca-Cola 1.25L,Cold Drinks,9,715.11,2023-02-19,Delivered
ZPT100656,CUST2903,Swati Kulkarni,Hide & Seek Biscuits 100g,Biscuits,3,114.46,2023-10-30,Delivered
ZPT100657,CUST3842,Arjun Patel,Fortune Sunflower Oil 1L,Oils,2,864.91,2023-09-30,Delivered
ZPT100658,CUST3051,Kiran Nair,Bournvita 500g,Beverages,6,834.74,2024-11-06,Returned
ZPT100659,CUST2244,Riya Desai,Amul Milk 1L,Dairy,2,979.65,2023-04-14,Returned
ZPT100660,CUST1002,Sneha Iyer,Fortune Sunflower Oil 1L,Oils,10,421.51,2024-12-10,Delivered
ZPT100661,CUST3176,Deepak Mishra,Nescafe Classic 50g,Beverages,3,30.02,2023-08-22,Returned
ZPT100662,CUST1685,Neha Gupta,MTR Poha 500g,Breakfast,10,778.93,2023-11-14,Delivered
ZPT100663,CUST2385,Sunita Rawat,Tropicana Guava 1L,Juices,2,347.12,2023-01-20,Delivered
ZPT100664,CUST4426,Aarav Shah,Aashirvaad Atta 5kg,Staples,10,933.92,2023-03-10,Delivered
ZPT100665,CUST2097,Rahul Joshi,Sunfeast Dark Fantasy 75g,Biscuits,10,51.2,2024-01-14,Delivered
ZPT100666,CUST2031,Preeti Trivedi,Fortune Sunflower Oil 1L,Oils,7,882.32,2023-09-18,Delivered
ZPT100667,CUST3105,Priya Mehta,Lay's Classic Chips 26g,Snacks,2,629.79,2024-05-24,Cancelled
ZPT100668,CUST2386,Vijay Kumar,Parle-G Biscuits 100g,Biscuits,9,500.91,2024-05-21,Pending
ZPT100669,CUST1148,Kiran Nair,Haldiram Bhujia 200g,Snacks,5,761.85,2023-12-11,Delivered
ZPT100670,CUST4039,Farhan Qureshi,Surf Excel 1kg,Cleaning,1,237.02,2023-06-27,Pending
ZPT100671,CUST4116,Rahul Joshi,Nescafe Classic 50g,Beverages,7,493.13,2024-06-20,Returned
ZPT100672,CUST2102,Swati Kulkarni,Aashirvaad Atta 5kg,Staples,5,771.16,2023-03-03,Cancelled
ZPT100673,CUST4197,Bhavna Yadav,Tata Salt 1kg,Staples,4,359.4,2024-12-28,Cancelled
ZPT100674,CUST2617,Shreya Agarwal,Lay's Classic Chips 26g,Snacks,10,883.45,2023-05-24,Delivered
ZPT100675,CUST2852,Pooja Reddy,Vim Dishwash Bar 200g,Cleaning,9,517.44,2023-10-14,Delivered
ZPT100676,CUST4675,Simran Kaur,Surf Excel 1kg,Cleaning,6,683.94,2024-01-15,Pending
ZPT100677,CUST3314,Vijay Kumar,Coca-Cola 1.25L,Cold Drinks,10,663.46,2024-07-16,Delivered
ZPT100678,CUST3517,Rohan Verma,Tropicana Guava 1L,Juices,2,283.81,2024-10-15,Delivered
ZPT100679,CUST3968,Anjali Menon,Harpic Toilet Cleaner 500ml,Cleaning,5,625.27,2024-04-29,Returned
ZPT100680,CUST4981,Mohit Bhatt,Fortune Rice 5kg,Staples,7,672.09,2023-04-23,Processing
ZPT100681,CUST4358,Neha Gupta,Hide & Seek Biscuits 100g,Biscuits,3,183.76,2023-12-02,Delivered
ZPT100682,CUST2300,Kiran Nair,Amul Milk 1L,Dairy,1,393.79,2023-11-17,Processing
ZPT100683,CUST2686,Gaurav Kapoor,Good Day Cashew 87g,Biscuits,1,125.54,2023-05-09,Delivered
ZPT100684,CUST1264,Neha Gupta,Sunfeast Dark Fantasy 75g,Biscuits,2,802.88,2024-06-27,Cancelled
ZPT100685,CUST3110,Sanjay Das,Hide & Seek Biscuits 100g,Biscuits,10,572.83,2023-01-28,Delivered
ZPT100686,CUST2503,Rajesh Sinha,Fortune Rice 5kg,Staples,3,477.28,2024-06-14,Processing
ZPT100687,CUST4802,Gaurav Kapoor,Haldiram Bhujia 200g,Snacks,8,740.91,2024-02-24,Delivered
ZPT100688,CUST4825,Sanjay Das,Colgate Toothpaste 200g,Personal Care,10,287.95,2024-10-16,Cancelled
ZPT100689,CUST3414,Neha Gupta,Surf Excel 1kg,Cleaning,6,765.02,2024-10-24,Returned
ZPT100690,CUST1345,Rajesh Sinha,Tata Salt 1kg,Staples,4,845.28,2023-07-24,Processing
ZPT100691,CUST4337,Swati Kulkarni,Sunfeast Dark Fantasy 75g,Biscuits,3,425.14,2024-02-09,Delivered
ZPT100692,CUST4193,Simran Kaur,Fortune Sunflower Oil 1L,Oils,3,646.52,2024-04-30,Processing
ZPT100693,CUST3846,Pooja Reddy,Fortune Sunflower Oil 1L,Oils,10,315.67,2023-07-09,Cancelled
ZPT100694,CUST2988,Pranav Jain,Red Bull 250ml,Energy Drinks,8,996.33,2023-04-13,Delivered
ZPT100695,CUST2296,Kavya Nair,Saffola Gold Oil 1L,Oils,3,369.53,2024-06-07,Delivered
ZPT100696,CUST3508,Preeti Trivedi,Fortune Rice 5kg,Staples,5,20.93,2023-04-09,Processing
ZPT100697,CUST4844,Aarav Shah,Pilsbury Maida 1kg,Staples,4,844.34,2023-08-12,Pending
ZPT100698,CUST4370,Farhan Qureshi,Parle-G Biscuits 100g,Biscuits,1,268.28,2023-06-26,Processing
ZPT100699,CUST4823,Nisha Pandey,Saffola Gold Oil 1L,Oils,4,429.38,2024-12-06,Returned
ZPT100700,CUST2981,Tarun Banerjee,India Gate Basmati 1kg,Staples,5,613.21,2024-12-17,Delivered
ZPT100701,CUST1124,Arjun Patel,Quaker Oats 500g,Breakfast,6,450.59,2024-12-21,Delivered
ZPT100702,CUST4676,Anita Dubey,Quaker Oats 500g,Breakfast,3,310.4,2023-10-09,Pending
ZPT100703,CUST2065,Pooja Reddy,Pilsbury Maida 1kg,Staples,7,589.3,2023-05-09,Delivered
ZPT100704,CUST1509,Vijay Kumar,Quaker Oats 500g,Breakfast,1,258.1,2024-11-03,Cancelled
ZPT100705,CUST4494,Varun Saxena,Nescafe Classic 50g,Beverages,3,729.11,2023-11-26,Delivered
ZPT100706,CUST2367,Nikhil Chopra,Britannia Bread 400g,Bakery,6,771.55,2023-12-10,Returned
ZPT100707,CUST2286,Kiran Nair,India Gate Basmati 1kg,Staples,8,913.71,2024-07-21,Pending
ZPT100708,CUST3471,Farhan Qureshi,Colgate Toothpaste 200g,Personal Care,5,641.87,2024-05-12,Cancelled
ZPT100709,CUST3953,Kiran Nair,Vim Dishwash Bar 200g,Cleaning,10,287.68,2024-11-15,Delivered
ZPT100710,CUST3732,Kavya Nair,Pilsbury Maida 1kg,Staples,4,618.59,2023-10-23,Returned
ZPT100711,CUST3391,Manish Tiwari,Lay's Classic Chips 26g,Snacks,7,888.39,2024-09-26,Delivered
ZPT100712,CUST3211,Sunita Rawat,MTR Poha 500g,Breakfast,4,806.98,2024-03-14,Processing
ZPT100713,CUST2450,Amit Sharma,Paper Boat Aam Panna 250ml,Juices,9,774.64,2024-03-15,Delivered
ZPT100714,CUST4147,Gaurav Kapoor,Kellogg's Corn Flakes 250g,Breakfast,5,384.21,2023-06-16,Cancelled
ZPT100715,CUST2619,Kiran Nair,Dove Shampoo 180ml,Personal Care,4,217.27,2023-10-04,Delivered
ZPT100716,CUST3524,Pranav Jain,Britannia Bread 400g,Bakery,7,676.38,2024-08-02,Pending
ZPT100717,CUST3768,Tarun Banerjee,Good Day Cashew 87g,Biscuits,2,151.27,2024-06-04,Cancelled
ZPT100718,CUST4258,Arjun Patel,Ariel Washing Powder 500g,Cleaning,1,397.57,2024-05-26,Delivered
ZPT100719,CUST4774,Riya Desai,Epigamia Greek Yogurt 90g,Dairy,10,593.26,2023-08-28,Delivered
ZPT100720,CUST1076,Preeti Trivedi,Epigamia Greek Yogurt 90g,Dairy,9,946.81,2023-09-13,Returned
ZPT100721,CUST3703,Pooja Reddy,Kellogg's Corn Flakes 250g,Breakfast,3,234.54,2024-05-22,Delivered
ZPT100722,CUST3284,Ananya Singh,Colgate Toothpaste 200g,Personal Care,1,247.43,2023-10-20,Delivered
ZPT100723,CUST3979,Sneha Iyer,Good Day Cashew 87g,Biscuits,7,468.74,2024-02-04,Cancelled
ZPT100724,CUST1907,Rajesh Sinha,Tata Salt 1kg,Staples,3,670.14,2024-12-22,Delivered
ZPT100725,CUST4578,Aarav Shah,Kellogg's Corn Flakes 250g,Breakfast,1,304.33,2023-12-18,Cancelled
ZPT100726,CUST3368,Arjun Patel,Epigamia Greek Yogurt 90g,Dairy,4,393.81,2024-07-25,Returned
ZPT100727,CUST1025,Neha Gupta,Red Bull 250ml,Energy Drinks,7,70.56,2024-06-02,Cancelled
ZPT100728,CUST1622,Varun Saxena,Red Bull 250ml,Energy Drinks,8,103.63,2024-04-30,Returned
ZPT100729,CUST3958,Priya Mehta,Parle-G Biscuits 100g,Biscuits,1,349.55,2024-07-16,Cancelled
ZPT100730,CUST4067,Pooja Reddy,Too Yumm Multigrain 60g,Snacks,1,95.03,2024-11-24,Cancelled
ZPT100731,CUST2700,Shreya Agarwal,Haldiram Bhujia 200g,Snacks,5,206.01,2024-02-25,Delivered
ZPT100732,CUST1987,Simran Kaur,Mother Dairy Curd 400g,Dairy,5,340.37,2024-08-20,Delivered
ZPT100733,CUST2970,Rohan Verma,Mother Dairy Curd 400g,Dairy,10,190.93,2023-03-11,Cancelled
